randomInt;age;gender;district;modeOfTransportation;distance;G03Q13amountOfPeople;income;frequency;days[1];days[2];days[3];days[4];days[5];days[6];days[7];time[1];time[2];time[3];time[4];time[5];moneySpent;orderingItems;deliveringItems;willingPayDelivery;findProducts;usingDiscounts;preferCash;preferCashless;isRelaxing;satisGeneralStore;satisMusic;satisQualityProducts;satisGeneralAssortment;satisVeganProducts;satisOrganicProducts;satisGlutenfreeProducts;satisAnimalProducts;ideasExtendedBusiness;ideasHelpCarry;ideasCustomerCouncil;ideasFreeWifi;ideasTouchDisplay;ideasSelfCheckout;ideasBikeParking;ideasUndergroundParking
3;20-25;Female;Metrapalis;Bicycle;500 meters to 1km;2;125000;Twice;No;Yes;No;No;Yes;No;No;Yes;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Strongly agree;Strongly agree;Rather agree;Rather agree;Rather agree;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10
1;45-50;Male;Springtown;Own Car;5-7km;4;85000;Once;No;No;No;No;No;Yes;No;Yes;Yes;No;No;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Rather disagree;Strongly agree;Neutral / Undecided;8;8;7;8;5;6;4;8;3;4;7;6;8;8;5;5
3;20-25;Male;Springtown;Bicycle;>7km;5 or more;3000;Twice;No;No;Yes;No;Yes;No;No;No;No;No;Yes;Yes;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly agree;Neutral / Undecided;Rather agree;Rather agree;7;3;8;8;6;7;5;7;7;6;8;10;6;9;10;7
4;35-40;Male;Springtown;Bicycle;500 meters to 1km;1;1500;Three times;No;No;Yes;No;Yes;Yes;No;No;No;Yes;Yes;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather disagree;Strongly disagree;Strongly agree;Strongly disagree;7;1;7;6;4;4;4;;10;1;1;10;3;10;10;1
1;55-60;Prefer not to say;Metrapalis;Walking;Less than few hundred meters;5 or more;1500;Four times;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather disagree;Strongly disagree;Rather disagree;Rather agree;Strongly disagree;10;1;7;9;5;5;;8;10;1;6;6;6;10;10;3
4;45-50;Male;Godham;Own Car;5-7km;4;70000;Once;No;No;No;No;No;Yes;No;No;Yes;Yes;No;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather agree;Strongly disagree;Strongly agree;Strongly agree;8;8;8;8;6;7;7;7;8;10;9;9;10;10;10;10
1;50-55;Prefer not to say;Metrapalis;Bicycle;500 meters to 1km;3;120000;Twice;No;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Rather agree;Strongly disagree;Rather disagree;Rather agree;Rather agree;7;;5;3;2;2;;7;1;1;1;2;;8;10;5
1;;;;;;;;;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;
3;25-30;Female;Metrapalis;Bicycle;1-2km;2;66500;Once;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly disagree;Strongly disagree;Strongly agree;Rather agree;6;8;5;7;5;5;5;5;8;2;6;6;9;10;10;10
4;55-60;Diverse;Piltunder;Bicycle;5-7km;1;60000;Twice;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;Between 25 and 50 USD;… ordering online.;… get them directly delivered to my address.;I would not pay for that;Rather disagree;Rather agree;Strongly disagree;Strongly agree;Strongly disagree;6;1;5;4;5;4;3;8;8;1;2;9;8;6;10;9
1;40-45;Male;Metrapalis;Bicycle;Less than few hundred meters;1;100000;Four times;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather disagree;Neutral / Undecided;Neutral / Undecided;Rather disagree;8;4;8;8;7;7;7;8;10;1;1;10;3;8;10;1
3;20-25;Male;Springtown;Bicycle;1-2km;1;20000;Twice;No;No;Yes;No;No;Yes;No;Yes;No;No;No;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Strongly disagree;9;;9;8;;;;1;10;1;1;10;10;10;10;1
2;35-40;Female;Springtown;Own Car;3-5km;4;80000;Once;No;No;No;No;No;Yes;Yes;No;No;Yes;No;No;More than 125 USD;… ordering online.;… get them directly delivered to my address.;More than 20 USD;Strongly agree;Strongly agree;Rather disagree;Strongly agree;Rather disagree;8;4;8;7;4;4;2;;3;10;1;5;2;2;2;8
1;55-60;Male;Duckborg;Own Car;1-2km;2;100000;Three times;No;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;7;5;7;7;7;7;5;7;9;5;5;10;9;10;9;5
2;30-35;Male;Duckborg;Walking;1-2km;3;80000;Twice;No;Yes;No;No;No;Yes;No;No;No;No;Yes;No;100 to 125 USD;;… get them directly delivered to my address.;Less than 10 USD;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Rather agree;9;;9;9;9;7;7;9;8;;;6;8;10;10;10
2;50-55;Male;Springtown;Bicycle;1-2km;3;4000;Four times;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Neutral / Undecided;Strongly disagree;Strongly agree;Rather disagree;8;7;8;8;5;8;6;4;10;1;1;10;10;10;10;8
3;20-25;Female;Springtown;Bicycle;3-5km;1;350;Once;Yes;No;Yes;No;No;Yes;No;Yes;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Rather agree;Strongly agree;Rather disagree;Strongly agree;Rather disagree;8;8;9;8;5;6;6;7;10;5;4;10;10;10;10;10
3;35-40;Male;Godham;Bicycle;1-2km;1;2000;Twice;No;No;No;No;Yes;Yes;No;Yes;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Rather agree;Rather agree;Strongly disagree;Strongly agree;Rather disagree;8;2;7;8;7;7;6;7;5;1;1;10;10;10;10;10
3;20-25;Male;Metrapalis;Bicycle;Less than few hundred meters;1;10000;Twice;Yes;No;No;No;Yes;No;No;No;No;No;No;Yes;Between 25 and 50 USD;… ordering online.;… get them delivered to the store for me to pick-up.;;Rather agree;Rather agree;Rather disagree;Rather agree;Strongly disagree;9;8;7;7;8;8;4;7;10;1;1;2;8;8;10;2
4;30-35;Female;;Walking;500 meters to 1km;1;45000;Three times;No;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;Less than 25 USD;…selecting them myself in the store.;… get them directly delivered to my address.;Less than 10 USD;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;7;7;7;7;7;7;7;7;8;6;6;6;6;6;6;6
3;25-30;Male;Duckborg;Bicycle;1-2km;2;1800;Three times;Yes;No;Yes;No;No;Yes;No;No;No;Yes;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Rather disagree;Strongly agree;Rather disagree;9;;7;8;7;7;6;8;4;1;3;4;3;10;10;2
3;25-30;Female;Metrapalis;Bicycle;1-2km;2;50000;Three times;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Neutral / Undecided;8;7;8;8;4;4;6;9;9;3;1;8;8;10;10;3
4;15-20;Male;Metrapalis;Taxi;Less than few hundred meters;2;55154;Four times;Yes;No;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Neutral / Undecided;Rather agree;Strongly agree;Strongly disagree;Strongly disagree;7;4;8;8;1;10;10;6;5;3;1;7;2;3;10;4
4;65-70;Male;Springtown;Bicycle;500 meters to 1km;2;5000;Twice;Yes;No;No;No;Yes;No;No;Yes;No;No;No;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Strongly disagree;Strongly agree;Neutral / Undecided;8;8;8;8;5;6;;9;2;2;6;3;7;7;9;
1;40-45;Female;Duckborg;Bicycle;Less than few hundred meters;2;3000;Twice;No;No;Yes;No;No;Yes;No;No;Yes;Yes;Yes;Yes;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Rather disagree;Rather agree;Rather disagree;8;5;7;7;4;8;;8;10;1;1;7;2;10;10;5
1;15-20;Male;Springtown;Walking;Less than few hundred meters;4;5000;Twice;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;10-15 USD;Strongly agree;Rather agree;Rather agree;Rather disagree;Rather disagree;6;;7;7;8;7;4;5;2;1;3;4;4;7;8;1
2;25-30;Male;Duckborg;Bicycle;3-5km;3;140000;Twice;Yes;No;No;Yes;No;No;No;No;Yes;No;No;No;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Strongly disagree;Strongly agree;Rather disagree;7;3;8;7;7;7;8;4;10;1;5;8;7;10;10;10
2;35-40;Female;Metrapalis;Rented car (“car sharing”);3-5km;3;;Once;No;No;No;No;Yes;Yes;No;No;No;No;Yes;No;Between 50 and 75;… ordering online.;… get them directly delivered to my address.;10-15 USD;Rather agree;Neutral / Undecided;Strongly disagree;Strongly agree;Rather disagree;8;5;7;8;7;6;5;7;;6;5;9;4;2;7;
4;55-60;Male;Godham;Own Car;>7km;1;50000;Twice;No;Yes;No;No;No;Yes;No;No;Yes;No;No;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Neutral / Undecided;Rather disagree;Rather agree;Rather agree;8;;8;8;8;5;;7;2;2;2;2;2;5;5;5
3;20-25;Male;Godham;Bicycle;1-2km;1;-10000;More than four times;Yes;No;No;No;No;No;No;Yes;Yes;Yes;Yes;Yes;Less than 25 USD;… ordering online.;… get them delivered to the store for me to pick-up.;I would not pay for that;Neutral / Undecided;Rather agree;Strongly disagree;Strongly disagree;Strongly disagree;10;1;10;10;10;1;1;;10;1;1;1;1;1;10;1
1;25-30;Male;Godham;Rented car (“car sharing”);>7km;4;5000;Twice;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Neutral / Undecided;Strongly disagree;Strongly agree;Rather disagree;7;5;6;6;8;9;6;3;10;1;1;10;5;10;10;10
1;20-25;Male;Metrapalis;Walking;500 meters to 1km;1;;Once;No;No;No;No;No;Yes;No;Yes;Yes;No;No;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Rather agree;Rather agree;Rather agree;9;9;9;9;9;9;;;10;10;;10;10;10;10;10
4;50-55;Male;Springtown;Own Car;5-7km;4;100000;Twice;No;No;No;No;No;Yes;Yes;Yes;Yes;No;No;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;10-15 USD;Rather agree;Rather agree;Rather disagree;Strongly agree;Rather agree;9;6;7;7;6;7;5;7;8;2;2;7;5;7;8;7
3;25-30;Male;Godham;Bicycle;500 meters to 1km;1;2000;Twice;No;Yes;No;No;Yes;No;No;No;No;Yes;Yes;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly agree;Rather disagree;Rather agree;Neutral / Undecided;9;7;9;10;;9;;9;8;1;1;2;1;9;10;2
3;20-25;Male;Metrapalis;Bicycle;;1;1200;Three times;No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;Yes;Between 25 and 50 USD;… ordering online.;… get them delivered to the store for me to pick-up.;Less than 10 USD;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Rather agree;8;2;7;8;;9;;10;10;1;1;10;5;10;10;5
4;45-50;Male;Duckborg;Walking;1-2km;1;5000;Twice;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Strongly agree;Rather agree;Strongly disagree;Strongly agree;Neutral / Undecided;8;;8;7;;;;8;10;1;1;7;8;9;;
3;60-65;Male;Metrapalis;Walking;500 meters to 1km;1;2000;Twice;No;No;Yes;No;No;No;Yes;Yes;No;Yes;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly disagree;Rather agree;Neutral / Undecided;Rather agree;9;8;8;8;;;;8;5;5;1;1;5;;10;5
2;35-40;Diverse;Piltunder;Own Car;3-5km;4;90000;Once;No;No;No;Yes;No;No;No;Yes;No;No;No;No;More than 125 USD;… ordering online.;… get them directly delivered to my address.;10-15 USD;Rather agree;Rather disagree;Strongly disagree;Strongly agree;Strongly disagree;8;9;9;7;4;9;9;8;10;1;1;7;6;6;6;10
2;40-45;Male;Piltunder;Own Car;3-5km;3;50000;Twice;No;Yes;No;No;No;Yes;No;Yes;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neutral / Undecided;7;1;5;4;6;8;;8;1;7;4;2;8;5;6;6
2;40-45;Male;Piltunder;Own Car;1-2km;5 or more;80000;Three times;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;100 to 125 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Rather agree;Rather disagree;Strongly agree;Strongly disagree;8;5;8;7;;8;;9;10;2;3;5;1;8;8;8
2;45-50;Male;Godham;Bicycle;1-2km;4;60000;Three times;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;;Less than 10 USD;Strongly agree;;Strongly disagree;Strongly agree;Rather agree;8;6;8;10;8;3;4;8;10;1;6;9;9;2;2;
3;35-40;Male;Godham;Walking;Less than few hundred meters;1;80000;Three times;Yes;No;Yes;No;No;Yes;No;No;No;No;Yes;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly disagree;Neutral / Undecided;Neutral / Undecided;Strongly disagree;7;4;7;8;5;5;5;6;1;1;1;10;10;10;8;8
4;45-50;Diverse;Duckborg;Own Car;1-2km;5 or more;238000;Four times;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;More than 125 USD;… ordering online.;… get them directly delivered to my address.;I would not pay for that;Strongly disagree;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Strongly disagree;3;1;3;3;5;5;5;5;10;1;1;1;1;8;3;10
3;50-55;Male;Duckborg;Bicycle;1-2km;1;;Twice;No;No;Yes;No;No;Yes;No;No;No;Yes;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Rather disagree;Strongly disagree;Rather disagree;Rather agree;Strongly disagree;3;;3;3;2;2;2;2;2;1;1;1;1;7;7;
3;20-25;Male;Springtown;Bicycle;1-2km;1;21000;Three times;No;Yes;No;No;Yes;Yes;No;No;No;No;Yes;Yes;Less than 25 USD;… ordering online.;…get them myself in and from the store.;I would not pay for that;Neutral / Undecided;Rather agree;Strongly disagree;Strongly agree;Neutral / Undecided;6;2;6;7;4;6;;8;8;1;2;5;5;7;8;2
1;20-25;Female;Metrapalis;Walking;Less than few hundred meters;1;25000;More than four times;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Strongly agree;Strongly agree;Neutral / Undecided;Neutral / Undecided;Rather agree;10;10;9;8;7;7;6;8;10;1;1;10;5;9;1;1
1;25-30;Male;Metrapalis;Walking;500 meters to 1km;1;50000;Four times;Yes;No;No;Yes;Yes;No;Yes;No;No;No;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;… get them delivered to the store for me to pick-up.;Less than 10 USD;Rather agree;Rather agree;Rather disagree;Strongly agree;Neutral / Undecided;9;6;10;9;8;8;7;9;10;7;7;8;8;8;9;9
2;50-55;Female;Duckborg;Bicycle;1-2km;3;3000;Twice;No;Yes;No;No;Yes;No;No;No;No;Yes;Yes;No;Between 50 and 75;…selecting them myself in the store.;… get them directly delivered to my address.;10-15 USD;Rather agree;Rather agree;Strongly disagree;Strongly agree;Strongly disagree;6;;7;7;6;6;5;8;10;8;2;7;4;8;10;8
2;30-35;Male;Springtown;Walking;1-2km;2;5000;Twice;No;Yes;No;No;Yes;No;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather disagree;Strongly agree;Strongly disagree;Strongly agree;Rather disagree;8;10;5;6;4;3;7;9;4;10;1;6;9;10;8;2
4;25-30;Female;Metrapalis;Walking;500 meters to 1km;2;3500;Three times;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;… get them delivered to the store for me to pick-up.;Less than 10 USD;Strongly agree;Rather disagree;Neutral / Undecided;Rather agree;Strongly agree;6;5;7;5;4;6;5;5;7;1;5;6;9;9;10;1
2;15-20;Male;Duckborg;Own Car;>7km;3;150000;Twice;No;No;Yes;No;No;Yes;No;Yes;No;No;Yes;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Neutral / Undecided;Neutral / Undecided;Rather disagree;9;4;9;9;10;10;10;8;1;1;1;10;1;1;10;1
1;15-20;Male;Duckborg;Public transportation;3-5km;2;4000;Twice;No;Yes;No;No;Yes;No;No;No;Yes;No;Yes;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Neutral / Undecided;Rather disagree;Neutral / Undecided;8;8;5;7;8;7;6;8;4;5;5;5;5;6;6;6
1;35-40;Male;Duckborg;Walking;500 meters to 1km;2;99000;Once;No;No;No;No;Yes;No;No;No;No;No;Yes;No;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Strongly disagree;8;5;8;8;;8;;8;1;;1;10;1;1;1;1
1;20-25;Male;Duckborg;Walking;Less than few hundred meters;1;900;Once;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Rather disagree;Strongly agree;Strongly disagree;8;7;8;7;10;9;5;10;7;1;4;6;3;9;4;1
4;55-60;Prefer not to say;Springtown;Bicycle;5-7km;3;50000;Four times;No;Yes;No;Yes;Yes;No;No;No;No;Yes;No;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Strongly agree;Rather disagree;Strongly disagree;8;;8;8;8;8;5;6;8;4;4;4;3;4;8;4
3;20-25;Male;Metrapalis;Public transportation;5-7km;4;400;Once;No;No;No;No;No;Yes;Yes;No;Yes;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;… get them delivered to the store for me to pick-up.;I would not pay for that;Rather agree;Neutral / Undecided;Strongly agree;Neutral / Undecided;Strongly agree;8;6;7;8;7;6;7;;9;9;8;8;7;9;8;9
4;40-45;Male;Godham;Walking;500 meters to 1km;4;80000;Twice;No;Yes;No;No;No;Yes;No;No;Yes;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather disagree;Strongly disagree;Strongly agree;Rather agree;8;5;7;8;8;3;2;4;1;5;2;8;8;9;5;5
2;35-40;Female;Springtown;Bicycle;1-2km;4;5000;Twice;No;Yes;No;No;Yes;No;No;No;Yes;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather disagree;Rather disagree;Strongly agree;Rather disagree;9;;9;9;9;9;;8;9;1;4;3;2;6;10;8
3;30-35;Female;Duckborg;Bicycle;1-2km;4;7000;Twice;Yes;No;No;Yes;No;No;No;No;No;No;Yes;No;Between 50 and 75;;… get them delivered to the store for me to pick-up.;;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Neutral / Undecided;8;6;9;7;4;6;3;7;6;1;7;8;3;10;9;2
3;25-30;Female;Duckborg;Walking;1-2km;1;3.3;Twice;Yes;No;No;Yes;No;No;No;No;No;No;Yes;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Neutral / Undecided;Rather disagree;Rather disagree;Rather agree;Rather agree;8;6;6;6;7;7;;7;10;2;5;5;5;10;10;10
4;25-30;Male;Springtown;Own Car;1-2km;2;100000;Once;No;No;Yes;No;No;No;No;No;No;No;No;Yes;Between 75 and 100 USD;;…get them myself in and from the store.;;Rather agree;Rather agree;Strongly disagree;Strongly agree;Strongly disagree;5;3;6;7;4;4;;8;;;;;;;;
4;45-50;Male;Metrapalis;Public transportation;>7km;5 or more;75000;Three times;No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;No;Between 75 and 100 USD;… ordering online.;…get them myself in and from the store.;;Rather agree;Strongly agree;Neutral / Undecided;Neutral / Undecided;Rather disagree;8;9;8;8;8;7;8;8;9;8;;9;9;9;9;8
1;45-50;Male;Metrapalis;Walking;1-2km;3;70000;Twice;No;No;Yes;No;No;Yes;No;No;Yes;No;No;No;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly agree;Strongly agree;Rather disagree;Strongly agree;10;10;10;10;10;10;10;10;10;7;10;10;10;10;10;10
4;55-60;Male;Springtown;Walking;500 meters to 1km;2;120000;Three times;No;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather agree;Rather agree;Neutral / Undecided;Rather agree;7;2;6;6;4;7;;6;4;2;1;2;2;7;8;
1;35-40;Male;Duckborg;Bicycle;500 meters to 1km;3;800;Once;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Strongly agree;Rather agree;Neutral / Undecided;Rather agree;Rather agree;9;5;8;7;8;7;9;8;8;7;8;9;9;8;9;9
1;20-25;Male;Duckborg;Walking;500 meters to 1km;4;1500;Once;No;No;No;No;Yes;Yes;Yes;Yes;No;No;No;Yes;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly disagree;Rather disagree;Rather agree;Strongly agree;9;10;8;8;;;;9;9;1;10;10;10;10;10;6
2;30-35;Male;Piltunder;Public transportation;3-5km;3;46000;Twice;Yes;No;No;No;Yes;No;No;No;No;No;Yes;Yes;Between 25 and 50 USD;…selecting them myself in the store.;… get them delivered to the store for me to pick-up.;More than 20 USD;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Strongly disagree;8;3;7;7;;;;7;10;1;1;5;1;7;1;7
4;20-25;Male;Springtown;Bicycle;500 meters to 1km;5 or more;735;Twice;Yes;No;No;Yes;No;No;No;No;Yes;No;No;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Neutral / Undecided;Rather agree;Neutral / Undecided;Neutral / Undecided;Rather disagree;7;4;7;6;8;9;8;10;8;10;8;9;10;9;8;7
1;30-35;Male;Duckborg;Own Car;Less than few hundred meters;4;12000;Twice;No;No;Yes;No;No;Yes;No;No;No;No;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Rather agree;Rather disagree;Strongly agree;Rather agree;7;6;7;7;;5;4;5;3;3;3;5;4;8;8;8
2;45-50;Male;Springtown;Bicycle;5-7km;5 or more;80000;Three times;No;Yes;No;No;Yes;No;No;No;No;No;Yes;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Strongly agree;Strongly disagree;Rather disagree;7;6;8;7;;9;;9;8;2;2;1;1;8;9;5
4;40-45;Male;Godham;Bicycle;3-5km;2;3300;Twice;No;Yes;No;No;Yes;No;No;No;Yes;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather disagree;Neutral / Undecided;Neutral / Undecided;Rather disagree;7;2;7;8;6;7;4;;6;1;2;7;3;;10;1
1;30-35;Male;Metrapalis;Bicycle;Less than few hundred meters;2;5500;More than four times;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather disagree;Strongly disagree;Strongly agree;Strongly disagree;8;9;9;9;5;7;;8;10;1;1;10;3;10;10;1
4;55-60;Male;Springtown;Walking;500 meters to 1km;2;250000;Three times;No;Yes;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Neutral / Undecided;Rather agree;Rather disagree;Rather agree;7;7;7;7;7;7;7;7;;;;;6;;;
4;55-60;Male;Duckborg;Own Car;;3;90000;Once;No;No;No;No;No;Yes;No;No;Yes;No;No;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Neutral / Undecided;Strongly agree;Strongly disagree;Strongly disagree;9;7;7;8;8;8;8;9;9;8;2;8;9;9;9;9
1;25-30;Male;Piltunder;Bicycle;500 meters to 1km;1;12000;Once;No;No;No;No;Yes;Yes;No;No;No;Yes;Yes;Yes;Less than 25 USD;… ordering online.;… get them directly delivered to my address.;I would not pay for that;Neutral / Undecided;Rather agree;Neutral / Undecided;Rather agree;Strongly agree;6;6;7;7;10;6;7;6;9;7;8;10;8;7;7;8
4;40-45;Male;Duckborg;Walking;Less than few hundred meters;4;4000;Three times;No;Yes;No;No;Yes;Yes;No;Yes;No;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Neutral / Undecided;Rather agree;Strongly disagree;Strongly agree;Strongly disagree;5;3;4;5;4;4;2;3;5;2;3;10;9;10;9;5
4;65-70;Prefer not to say;Springtown;Walking;500 meters to 1km;2;2500;Twice;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;Between 50 and 75;…selecting them myself in the store.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Rather agree;Rather disagree;Strongly agree;Neutral / Undecided;8;;9;8;9;8;;7;2;7;5;8;7;7;8;6
2;45-50;Male;Godham;Own Car;3-5km;4;210000;Once;No;No;No;Yes;No;No;No;No;No;No;Yes;No;More than 125 USD;… ordering online.;… get them directly delivered to my address.;10-15 USD;Rather agree;Strongly agree;Neutral / Undecided;Rather agree;Rather disagree;8;6;9;9;8;7;8;10;8;1;1;10;6;8;10;10
3;20-25;Male;Springtown;Bicycle;1-2km;1;36296;Four times;Yes;No;No;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Rather disagree;7;4;8;8;8;8;8;8;10;1;1;10;10;10;10;1
